outcome,category_name,backers,total
failed,Art,0,92
failed,Art,1,70
failed,Art,2,35
failed,Art,3,35
failed,Art,4,22
failed,Art,5,19
failed,Art,6,16
failed,Art,7,5
failed,Art,8,11
failed,Art,9,14
failed,Art,10,6
failed,Art,11,13
failed,Art,12,3
failed,Art,13,9
failed,Art,14,9
failed,Art,15,2
failed,Art,16,5
failed,Art,17,5
failed,Art,18,4
failed,Art,19,2
failed,Art,20,3
failed,Art,21,1
failed,Art,22,3
failed,Art,23,1
failed,Art,24,3
failed,Art,25,2
failed,Art,26,2
failed,Art,27,2
failed,Art,28,3
failed,Art,29,1
failed,Art,30,2
failed,Art,32,1
failed,Art,33,2
failed,Art,34,1
failed,Art,35,1
failed,Art,36,1
failed,Art,38,2
failed,Art,40,1
failed,Art,43,1
failed,Art,45,2
failed,Art,47,2
failed,Art,48,2
failed,Art,51,1
failed,Art,52,1
failed,Art,55,1
failed,Art,67,1
failed,Art,70,1
failed,Art,71,1
failed,Art,74,1
failed,Art,78,1
failed,Art,79,1
failed,Art,83,1
failed,Art,86,1
failed,Art,111,1
failed,Art,158,1
failed,Art,170,1
failed,Art,292,1
failed,Art,393,1
failed,Comics,0,11
failed,Comics,1,11
failed,Comics,2,10
failed,Comics,3,10
failed,Comics,4,11
failed,Comics,5,6
failed,Comics,6,8
failed,Comics,7,5
failed,Comics,9,6
failed,Comics,10,2
failed,Comics,11,2
failed,Comics,12,3
failed,Comics,13,3
failed,Comics,14,3
failed,Comics,15,3
failed,Comics,16,4
failed,Comics,17,1
failed,Comics,19,2
failed,Comics,24,4
failed,Comics,25,1
failed,Comics,28,2
failed,Comics,30,2
failed,Comics,31,2
failed,Comics,32,2
failed,Comics,37,2
failed,Comics,38,1
failed,Comics,39,1
failed,Comics,40,1
failed,Comics,41,1
failed,Comics,42,1
failed,Comics,44,1
failed,Comics,47,1
failed,Comics,51,1
failed,Comics,56,1
failed,Comics,57,2
failed,Comics,58,1
failed,Comics,64,1
failed,Comics,68,1
failed,Comics,77,1
failed,Comics,81,1
failed,Comics,94,1
failed,Comics,96,1
failed,Comics,99,1
failed,Comics,103,1
failed,Comics,217,1
failed,Comics,265,1
failed,Crafts,0,41
failed,Crafts,1,35
failed,Crafts,2,22
failed,Crafts,3,17
failed,Crafts,4,15
failed,Crafts,5,5
failed,Crafts,7,6
failed,Crafts,9,1
failed,Crafts,10,1
failed,Crafts,11,3
failed,Crafts,13,1
failed,Crafts,14,2
failed,Crafts,15,1
failed,Crafts,17,1
failed,Crafts,18,1
failed,Crafts,20,3
failed,Crafts,21,2
failed,Crafts,24,1
failed,Crafts,25,1
failed,Crafts,26,1
failed,Crafts,29,1
failed,Crafts,36,1
failed,Crafts,39,1
failed,Crafts,41,1
failed,Crafts,42,1
failed,Crafts,49,1
failed,Crafts,62,1
failed,Dance,0,4
failed,Dance,1,1
failed,Dance,2,8
failed,Dance,3,1
failed,Dance,4,1
failed,Dance,5,1
failed,Dance,6,3
failed,Dance,7,1
failed,Dance,8,1
failed,Dance,11,1
failed,Dance,12,1
failed,Dance,14,1
failed,Dance,18,2
failed,Dance,22,1
failed,Dance,24,1
failed,Dance,38,1
failed,Dance,54,1
failed,Design,0,35
failed,Design,1,36
failed,Design,2,33
failed,Design,3,24
failed,Design,4,22
failed,Design,5,21
failed,Design,6,16
failed,Design,7,8
failed,Design,8,11
failed,Design,9,16
failed,Design,10,5
failed,Design,11,8
failed,Design,12,12
failed,Design,13,14
failed,Design,14,6
failed,Design,15,9
failed,Design,16,6
failed,Design,17,4
failed,Design,18,3
failed,Design,19,3
failed,Design,20,4
failed,Design,21,5
failed,Design,22,4
failed,Design,23,1
failed,Design,24,2
failed,Design,25,2
failed,Design,26,6
failed,Design,27,5
failed,Design,28,6
failed,Design,29,6
failed,Design,30,2
failed,Design,31,4
failed,Design,33,2
failed,Design,34,2
failed,Design,35,3
failed,Design,36,3
failed,Design,37,3
failed,Design,38,5
failed,Design,39,1
failed,Design,40,3
failed,Design,42,3
failed,Design,43,2
failed,Design,44,3
failed,Design,45,1
failed,Design,46,1
failed,Design,47,1
failed,Design,48,1
failed,Design,49,2
failed,Design,50,1
failed,Design,52,1
failed,Design,53,2
failed,Design,54,2
failed,Design,55,2
failed,Design,57,1
failed,Design,58,3
failed,Design,59,1
failed,Design,60,5
failed,Design,63,1
failed,Design,64,1
failed,Design,67,1
failed,Design,70,2
failed,Design,75,2
failed,Design,79,1
failed,Design,83,1
failed,Design,84,1
failed,Design,85,1
failed,Design,86,3
failed,Design,91,1
failed,Design,95,1
failed,Design,98,1
failed,Design,99,1
failed,Design,100,1
failed,Design,107,3
failed,Design,109,1
failed,Design,112,1
failed,Design,120,1
failed,Design,126,1
failed,Design,129,1
failed,Design,130,1
failed,Design,133,1
failed,Design,134,1
failed,Design,135,1
failed,Design,136,2
failed,Design,138,2
failed,Design,139,1
failed,Design,141,1
failed,Design,149,1
failed,Design,158,1
failed,Design,159,1
failed,Design,174,1
failed,Design,193,1
failed,Design,194,1
failed,Design,199,1
failed,Design,214,1
failed,Design,227,1
failed,Design,238,1
failed,Design,245,1
failed,Design,253,1
failed,Design,265,1
failed,Design,316,1
failed,Design,390,1
failed,Design,406,1
failed,Design,460,1
failed,Design,621,1
failed,Design,780,1
failed,Fashion,0,91
failed,Fashion,1,73
failed,Fashion,2,49
failed,Fashion,3,32
failed,Fashion,4,17
failed,Fashion,5,10
failed,Fashion,6,13
failed,Fashion,7,17
failed,Fashion,8,9
failed,Fashion,9,7
failed,Fashion,10,6
failed,Fashion,11,7
failed,Fashion,12,3
failed,Fashion,13,4
failed,Fashion,14,4
failed,Fashion,15,5
failed,Fashion,17,4
failed,Fashion,18,4
failed,Fashion,19,7
failed,Fashion,20,5
failed,Fashion,21,2
failed,Fashion,22,3
failed,Fashion,23,3
failed,Fashion,24,3
failed,Fashion,28,1
failed,Fashion,29,1
failed,Fashion,32,1
failed,Fashion,33,4
failed,Fashion,34,1
failed,Fashion,35,2
failed,Fashion,36,1
failed,Fashion,37,1
failed,Fashion,42,1
failed,Fashion,43,2
failed,Fashion,46,1
failed,Fashion,47,1
failed,Fashion,51,1
failed,Fashion,52,1
failed,Fashion,55,1
failed,Fashion,60,1
failed,Fashion,63,1
failed,Fashion,64,1
failed,Fashion,65,1
failed,Fashion,68,1
failed,Fashion,69,2
failed,Fashion,78,1
failed,Fashion,83,1
failed,Fashion,111,1
failed,Fashion,117,1
failed,Fashion,120,1
failed,Fashion,136,1
failed,Fashion,139,1
failed,Fashion,263,1
failed,Fashion,273,1
failed,Fashion,338,1
failed,"Film & Video",0,251
failed,"Film & Video",1,153
failed,"Film & Video",2,111
failed,"Film & Video",3,66
failed,"Film & Video",4,59
failed,"Film & Video",5,48
failed,"Film & Video",6,32
failed,"Film & Video",7,35
failed,"Film & Video",8,25
failed,"Film & Video",9,17
failed,"Film & Video",10,18
failed,"Film & Video",11,13
failed,"Film & Video",12,6
failed,"Film & Video",13,16
failed,"Film & Video",14,18
failed,"Film & Video",15,12
failed,"Film & Video",16,16
failed,"Film & Video",17,18
failed,"Film & Video",18,9
failed,"Film & Video",19,7
failed,"Film & Video",20,13
failed,"Film & Video",21,8
failed,"Film & Video",22,10
failed,"Film & Video",23,6
failed,"Film & Video",24,7
failed,"Film & Video",25,6
failed,"Film & Video",26,8
failed,"Film & Video",27,9
failed,"Film & Video",28,8
failed,"Film & Video",29,4
failed,"Film & Video",30,2
failed,"Film & Video",31,5
failed,"Film & Video",32,3
failed,"Film & Video",33,3
failed,"Film & Video",34,5
failed,"Film & Video",35,4
failed,"Film & Video",36,2
failed,"Film & Video",38,2
failed,"Film & Video",40,1
failed,"Film & Video",42,2
failed,"Film & Video",43,4
failed,"Film & Video",44,2
failed,"Film & Video",45,3
failed,"Film & Video",46,3
failed,"Film & Video",48,4
failed,"Film & Video",49,1
failed,"Film & Video",50,3
failed,"Film & Video",51,1
failed,"Film & Video",52,4
failed,"Film & Video",53,2
failed,"Film & Video",54,2
failed,"Film & Video",56,3
failed,"Film & Video",58,1
failed,"Film & Video",59,2
failed,"Film & Video",60,1
failed,"Film & Video",61,1
failed,"Film & Video",63,2
failed,"Film & Video",64,4
failed,"Film & Video",65,2
failed,"Film & Video",66,1
failed,"Film & Video",67,2
failed,"Film & Video",69,1
failed,"Film & Video",70,1
failed,"Film & Video",71,1
failed,"Film & Video",72,2
failed,"Film & Video",73,2
failed,"Film & Video",74,2
failed,"Film & Video",76,1
failed,"Film & Video",78,1
failed,"Film & Video",79,1
failed,"Film & Video",80,1
failed,"Film & Video",81,1
failed,"Film & Video",82,3
failed,"Film & Video",83,1
failed,"Film & Video",87,3
failed,"Film & Video",89,1
failed,"Film & Video",91,1
failed,"Film & Video",92,1
failed,"Film & Video",93,1
failed,"Film & Video",94,3
failed,"Film & Video",95,1
failed,"Film & Video",96,2
failed,"Film & Video",104,1
failed,"Film & Video",108,1
failed,"Film & Video",113,1
failed,"Film & Video",124,1
failed,"Film & Video",125,2
failed,"Film & Video",127,1
failed,"Film & Video",130,1
failed,"Film & Video",135,1
failed,"Film & Video",136,1
failed,"Film & Video",139,1
failed,"Film & Video",140,1
failed,"Film & Video",155,2
failed,"Film & Video",165,1
failed,"Film & Video",166,1
failed,"Film & Video",169,1
failed,"Film & Video",212,1
failed,"Film & Video",218,1
failed,"Film & Video",224,1
failed,"Film & Video",242,1
failed,"Film & Video",264,1
failed,"Film & Video",266,1
failed,"Film & Video",441,1
failed,"Film & Video",684,1
failed,"Film & Video",3873,1
failed,Food,0,94
failed,Food,1,63
failed,Food,2,59
failed,Food,3,35
failed,Food,4,18
failed,Food,5,22
failed,Food,6,13
failed,Food,7,6
failed,Food,8,9
failed,Food,9,13
failed,Food,10,6
failed,Food,11,6
failed,Food,12,7
failed,Food,13,7
failed,Food,14,3
failed,Food,15,9
failed,Food,16,5
failed,Food,17,3
failed,Food,18,3
failed,Food,19,3
failed,Food,20,4
failed,Food,21,6
failed,Food,22,2
failed,Food,23,5
failed,Food,24,2
failed,Food,25,1
failed,Food,26,4
failed,Food,27,1
failed,Food,28,6
failed,Food,29,3
failed,Food,30,4
failed,Food,31,1
failed,Food,32,6
failed,Food,33,5
failed,Food,34,4
failed,Food,35,2
failed,Food,36,2
failed,Food,37,4
failed,Food,38,3
failed,Food,39,1
failed,Food,41,1
failed,Food,43,1
failed,Food,44,1
failed,Food,45,3
failed,Food,46,3
failed,Food,49,2
failed,Food,50,1
failed,Food,51,1
failed,Food,53,2
failed,Food,55,1
failed,Food,59,1
failed,Food,60,2
failed,Food,62,1
failed,Food,63,1
failed,Food,64,1
failed,Food,66,2
failed,Food,73,1
failed,Food,74,1
failed,Food,76,2
failed,Food,80,1
failed,Food,83,1
failed,Food,95,1
failed,Food,97,1
failed,Food,104,1
failed,Food,138,1
failed,Food,159,1
failed,Food,163,1
failed,Food,241,1
failed,Food,247,1
failed,Games,0,36
failed,Games,1,34
failed,Games,2,37
failed,Games,3,26
failed,Games,4,18
failed,Games,5,15
failed,Games,6,8
failed,Games,7,9
failed,Games,8,11
failed,Games,9,6
failed,Games,10,8
failed,Games,11,7
failed,Games,12,11
failed,Games,13,10
failed,Games,14,8
failed,Games,15,5
failed,Games,16,5
failed,Games,17,6
failed,Games,18,1
failed,Games,19,1
failed,Games,20,2
failed,Games,21,3
failed,Games,22,4
failed,Games,23,4
failed,Games,24,1
failed,Games,25,6
failed,Games,26,2
failed,Games,27,4
failed,Games,29,4
failed,Games,30,1
failed,Games,31,1
failed,Games,32,1
failed,Games,33,1
failed,Games,34,2
failed,Games,35,2
failed,Games,36,1
failed,Games,37,3
failed,Games,38,2
failed,Games,39,1
failed,Games,40,1
failed,Games,41,1
failed,Games,42,3
failed,Games,44,5
failed,Games,45,2
failed,Games,46,2
failed,Games,47,2
failed,Games,48,3
failed,Games,50,3
failed,Games,51,1
failed,Games,52,1
failed,Games,53,1
failed,Games,54,1
failed,Games,55,2
failed,Games,56,2
failed,Games,57,1
failed,Games,59,2
failed,Games,65,3
failed,Games,67,1
failed,Games,68,1
failed,Games,73,1
failed,Games,74,2
failed,Games,75,2
failed,Games,79,1
failed,Games,87,2
failed,Games,89,2
failed,Games,90,1
failed,Games,95,1
failed,Games,97,1
failed,Games,99,1
failed,Games,102,1
failed,Games,109,1
failed,Games,115,1
failed,Games,116,1
failed,Games,120,1
failed,Games,122,1
failed,Games,123,1
failed,Games,130,2
failed,Games,131,1
failed,Games,138,2
failed,Games,139,1
failed,Games,142,1
failed,Games,147,2
failed,Games,148,1
failed,Games,149,1
failed,Games,152,1
failed,Games,162,1
failed,Games,169,1
failed,Games,176,1
failed,Games,177,1
failed,Games,200,1
failed,Games,202,2
failed,Games,205,1
failed,Games,214,1
failed,Games,215,1
failed,Games,224,1
failed,Games,226,1
failed,Games,236,1
failed,Games,253,1
failed,Games,260,1
failed,Games,272,1
failed,Games,288,1
failed,Games,320,1
failed,Games,412,1
failed,Games,414,1
failed,Games,415,1
failed,Games,427,1
failed,Games,431,1
failed,Games,464,1
failed,Games,470,1
failed,Games,510,1
failed,Games,591,1
failed,Games,787,1
failed,Games,1296,1
failed,Games,3858,1
failed,Journalism,0,17
failed,Journalism,1,12
failed,Journalism,2,5
failed,Journalism,3,3
failed,Journalism,4,4
failed,Journalism,5,2
failed,Journalism,6,4
failed,Journalism,7,1
failed,Journalism,8,1
failed,Journalism,9,1
failed,Journalism,12,1
failed,Journalism,13,1
failed,Journalism,14,1
failed,Journalism,15,1
failed,Journalism,20,1
failed,Journalism,28,1
failed,Journalism,30,1
failed,Journalism,44,1
failed,Journalism,69,1
failed,Music,0,169
failed,Music,1,122
failed,Music,2,72
failed,Music,3,40
failed,Music,4,35
failed,Music,5,35
failed,Music,6,19
failed,Music,7,21
failed,Music,8,18
failed,Music,9,16
failed,Music,10,12
failed,Music,11,16
failed,Music,12,11
failed,Music,13,10
failed,Music,14,7
failed,Music,15,9
failed,Music,16,4
failed,Music,17,7
failed,Music,18,7
failed,Music,19,8
failed,Music,20,7
failed,Music,21,1
failed,Music,22,3
failed,Music,23,6
failed,Music,24,1
failed,Music,25,4
failed,Music,26,4
failed,Music,27,3
failed,Music,28,4
failed,Music,29,5
failed,Music,30,2
failed,Music,31,3
failed,Music,32,3
failed,Music,33,1
failed,Music,34,1
failed,Music,35,1
failed,Music,36,4
failed,Music,37,2
failed,Music,38,2
failed,Music,39,2
failed,Music,42,2
failed,Music,44,1
failed,Music,45,2
failed,Music,46,2
failed,Music,49,1
failed,Music,50,1
failed,Music,53,1
failed,Music,54,2
failed,Music,56,2
failed,Music,57,3
failed,Music,60,1
failed,Music,63,1
failed,Music,66,1
failed,Music,70,2
failed,Music,72,1
failed,Music,73,1
failed,Music,76,1
failed,Music,79,1
failed,Music,81,1
failed,Music,86,1
failed,Music,98,1
failed,Music,100,1
failed,Music,129,1
failed,Music,181,1
failed,Music,1051,1
failed,Photography,0,32
failed,Photography,1,26
failed,Photography,2,16
failed,Photography,3,17
failed,Photography,4,10
failed,Photography,5,4
failed,Photography,6,5
failed,Photography,7,5
failed,Photography,8,2
failed,Photography,9,5
failed,Photography,10,2
failed,Photography,11,2
failed,Photography,12,2
failed,Photography,13,1
failed,Photography,14,1
failed,Photography,15,4
failed,Photography,16,1
failed,Photography,17,2
failed,Photography,18,3
failed,Photography,19,1
failed,Photography,20,4
failed,Photography,21,1
failed,Photography,24,1
failed,Photography,25,1
failed,Photography,26,2
failed,Photography,28,1
failed,Photography,30,1
failed,Photography,33,1
failed,Photography,38,2
failed,Photography,43,1
failed,Photography,44,2
failed,Photography,45,1
failed,Photography,47,1
failed,Photography,52,1
failed,Photography,65,1
failed,Photography,69,1
failed,Photography,73,1
failed,Photography,75,1
failed,Photography,79,1
failed,Photography,1199,1
failed,Publishing,0,193
failed,Publishing,1,116
failed,Publishing,2,74
failed,Publishing,3,50
failed,Publishing,4,46
failed,Publishing,5,16
failed,Publishing,6,25
failed,Publishing,7,19
failed,Publishing,8,14
failed,Publishing,9,15
failed,Publishing,10,9
failed,Publishing,11,12
failed,Publishing,12,17
failed,Publishing,13,12
failed,Publishing,14,10
failed,Publishing,15,4
failed,Publishing,16,11
failed,Publishing,17,3
failed,Publishing,18,7
failed,Publishing,19,3
failed,Publishing,20,6
failed,Publishing,21,5
failed,Publishing,22,2
failed,Publishing,23,3
failed,Publishing,24,3
failed,Publishing,25,3
failed,Publishing,26,6
failed,Publishing,27,4
failed,Publishing,28,1
failed,Publishing,29,3
failed,Publishing,30,1
failed,Publishing,31,3
failed,Publishing,32,6
failed,Publishing,33,1
failed,Publishing,34,1
failed,Publishing,36,1
failed,Publishing,37,1
failed,Publishing,39,2
failed,Publishing,40,2
failed,Publishing,41,2
failed,Publishing,43,1
failed,Publishing,45,2
failed,Publishing,46,1
failed,Publishing,48,1
failed,Publishing,49,1
failed,Publishing,51,1
failed,Publishing,52,1
failed,Publishing,53,2
failed,Publishing,54,2
failed,Publishing,55,2
failed,Publishing,59,1
failed,Publishing,65,2
failed,Publishing,66,3
failed,Publishing,67,1
failed,Publishing,70,2
failed,Publishing,72,2
failed,Publishing,73,1
failed,Publishing,77,1
failed,Publishing,82,1
failed,Publishing,89,1
failed,Publishing,92,1
failed,Publishing,93,1
failed,Publishing,97,1
failed,Publishing,114,1
failed,Publishing,136,1
failed,Publishing,148,1
failed,Publishing,158,1
failed,Publishing,161,1
failed,Publishing,187,1
failed,Publishing,192,1
failed,Technology,0,118
failed,Technology,1,85
failed,Technology,2,48
failed,Technology,3,35
failed,Technology,4,25
failed,Technology,5,22
failed,Technology,6,25
failed,Technology,7,19
failed,Technology,8,11
failed,Technology,9,13
failed,Technology,10,7
failed,Technology,11,5
failed,Technology,12,4
failed,Technology,13,9
failed,Technology,14,5
failed,Technology,15,6
failed,Technology,16,2
failed,Technology,17,4
failed,Technology,18,1
failed,Technology,19,3
failed,Technology,20,7
failed,Technology,21,3
failed,Technology,22,4
failed,Technology,23,3
failed,Technology,24,4
failed,Technology,25,3
failed,Technology,26,3
failed,Technology,27,6
failed,Technology,28,2
failed,Technology,29,3
failed,Technology,30,2
failed,Technology,31,1
failed,Technology,32,1
failed,Technology,34,2
failed,Technology,35,1
failed,Technology,37,1
failed,Technology,39,3
failed,Technology,40,1
failed,Technology,43,1
failed,Technology,44,1
failed,Technology,45,3
failed,Technology,46,1
failed,Technology,47,2
failed,Technology,48,1
failed,Technology,50,1
failed,Technology,51,2
failed,Technology,52,4
failed,Technology,54,1
failed,Technology,55,3
failed,Technology,57,1
failed,Technology,58,1
failed,Technology,63,1
failed,Technology,64,2
failed,Technology,67,1
failed,Technology,68,1
failed,Technology,69,1
failed,Technology,72,1
failed,Technology,73,1
failed,Technology,82,1
failed,Technology,86,1
failed,Technology,88,1
failed,Technology,95,1
failed,Technology,99,2
failed,Technology,103,1
failed,Technology,105,1
failed,Technology,106,2
failed,Technology,117,1
failed,Technology,127,1
failed,Technology,139,1
failed,Technology,149,1
failed,Technology,151,1
failed,Technology,169,1
failed,Technology,170,1
failed,Technology,176,1
failed,Technology,177,1
failed,Technology,196,2
failed,Technology,217,1
failed,Technology,256,1
failed,Technology,318,1
failed,Technology,331,1
failed,Technology,388,1
failed,Technology,413,1
failed,Technology,489,1
failed,Technology,515,1
failed,Technology,542,1
failed,Technology,573,1
failed,Technology,739,1
failed,Theater,0,38
failed,Theater,1,15
failed,Theater,2,14
failed,Theater,3,8
failed,Theater,4,9
failed,Theater,5,3
failed,Theater,6,3
failed,Theater,7,6
failed,Theater,8,2
failed,Theater,9,2
failed,Theater,10,1
failed,Theater,11,1
failed,Theater,12,2
failed,Theater,13,3
failed,Theater,14,2
failed,Theater,15,3
failed,Theater,16,1
failed,Theater,17,3
failed,Theater,18,4
failed,Theater,19,1
failed,Theater,20,2
failed,Theater,21,3
failed,Theater,25,3
failed,Theater,28,1
failed,Theater,30,1
failed,Theater,32,1
failed,Theater,33,1
failed,Theater,34,1
failed,Theater,37,3
failed,Theater,40,2
failed,Theater,44,1
failed,Theater,45,1
failed,Theater,46,1
failed,Theater,74,1
successful,Art,1,2
successful,Art,2,5
successful,Art,3,1
successful,Art,4,3
successful,Art,5,3
successful,Art,6,5
successful,Art,7,5
successful,Art,8,3
successful,Art,9,2
successful,Art,10,4
successful,Art,11,4
successful,Art,12,7
successful,Art,13,1
successful,Art,14,5
successful,Art,15,9
successful,Art,16,5
successful,Art,17,5
successful,Art,18,7
successful,Art,19,4
successful,Art,20,4
successful,Art,22,3
successful,Art,23,3
successful,Art,24,1
successful,Art,25,4
successful,Art,26,6
successful,Art,27,6
successful,Art,28,2
successful,Art,29,4
successful,Art,30,7
successful,Art,31,6
successful,Art,32,4
successful,Art,33,6
successful,Art,34,9
successful,Art,35,1
successful,Art,36,5
successful,Art,37,2
successful,Art,38,8
successful,Art,39,5
successful,Art,40,4
successful,Art,41,3
successful,Art,42,6
successful,Art,43,4
successful,Art,44,2
successful,Art,45,2
successful,Art,46,3
successful,Art,47,1
successful,Art,48,2
successful,Art,49,4
successful,Art,50,3
successful,Art,51,4
successful,Art,52,3
successful,Art,53,4
successful,Art,54,2
successful,Art,55,3
successful,Art,56,2
successful,Art,58,3
successful,Art,59,2
successful,Art,60,2
successful,Art,61,4
successful,Art,62,2
successful,Art,63,3
successful,Art,64,3
successful,Art,65,1
successful,Art,66,4
successful,Art,67,1
successful,Art,68,2
successful,Art,69,1
successful,Art,70,1
successful,Art,71,2
successful,Art,72,2
successful,Art,74,2
successful,Art,75,1
successful,Art,76,2
successful,Art,77,1
successful,Art,79,2
successful,Art,80,1
successful,Art,82,2
successful,Art,83,2
successful,Art,84,1
successful,Art,85,2
successful,Art,86,2
successful,Art,89,3
successful,Art,90,1
successful,Art,92,2
successful,Art,93,1
successful,Art,95,1
successful,Art,97,1
successful,Art,99,1
successful,Art,101,1
successful,Art,104,1
successful,Art,105,1
successful,Art,106,1
successful,Art,110,1
successful,Art,111,1
successful,Art,112,1
successful,Art,115,1
successful,Art,116,1
successful,Art,117,2
successful,Art,120,1
successful,Art,122,1
successful,Art,123,1
successful,Art,125,2
successful,Art,128,1
successful,Art,129,1
successful,Art,130,1
successful,Art,131,2
successful,Art,135,2
successful,Art,137,1
successful,Art,146,3
successful,Art,147,1
successful,Art,148,1
successful,Art,149,2
successful,Art,150,1
successful,Art,158,1
successful,Art,165,1
successful,Art,166,1
successful,Art,169,1
successful,Art,183,1
successful,Art,184,2
successful,Art,187,1
successful,Art,190,1
successful,Art,193,1
successful,Art,195,1
successful,Art,213,1
successful,Art,217,1
successful,Art,218,1
successful,Art,219,2
successful,Art,225,1
successful,Art,244,1
successful,Art,252,1
successful,Art,257,1
successful,Art,263,1
successful,Art,271,1
successful,Art,278,1
successful,Art,287,1
successful,Art,294,1
successful,Art,341,1
successful,Art,366,1
successful,Art,368,1
successful,Art,379,1
successful,Art,389,1
successful,Art,405,1
successful,Art,407,1
successful,Art,426,1
successful,Art,462,1
successful,Art,504,1
successful,Art,616,1
successful,Art,678,1
successful,Art,701,1
successful,Art,706,1
successful,Art,709,1
successful,Art,745,1
successful,Art,883,1
successful,Art,1108,1
successful,Art,1992,1
successful,Comics,11,1
successful,Comics,12,1
successful,Comics,13,1
successful,Comics,15,2
successful,Comics,16,2
successful,Comics,17,1
successful,Comics,18,3
successful,Comics,19,2
successful,Comics,21,2
successful,Comics,22,1
successful,Comics,23,2
successful,Comics,24,1
successful,Comics,25,4
successful,Comics,26,1
successful,Comics,27,3
successful,Comics,28,1
successful,Comics,31,2
successful,Comics,32,3
successful,Comics,33,1
successful,Comics,34,1
successful,Comics,38,2
successful,Comics,39,1
successful,Comics,41,2
successful,Comics,42,1
successful,Comics,43,1
successful,Comics,44,2
successful,Comics,45,2
successful,Comics,46,4
successful,Comics,47,1
successful,Comics,50,2
successful,Comics,51,2
successful,Comics,53,1
successful,Comics,54,1
successful,Comics,55,1
successful,Comics,56,2
successful,Comics,57,1
successful,Comics,59,1
successful,Comics,60,2
successful,Comics,62,2
successful,Comics,63,2
successful,Comics,64,1
successful,Comics,66,1
successful,Comics,67,3
successful,Comics,72,2
successful,Comics,75,1
successful,Comics,76,1
successful,Comics,79,1
successful,Comics,80,1
successful,Comics,81,2
successful,Comics,83,2
successful,Comics,84,1
successful,Comics,87,1
successful,Comics,88,1
successful,Comics,89,2
successful,Comics,93,1
successful,Comics,94,1
successful,Comics,95,3
successful,Comics,97,2
successful,Comics,102,1
successful,Comics,103,2
successful,Comics,106,1
successful,Comics,112,1
successful,Comics,113,3
successful,Comics,114,2
successful,Comics,115,1
successful,Comics,116,1
successful,Comics,117,1
successful,Comics,118,1
successful,Comics,121,1
successful,Comics,122,2
successful,Comics,125,1
successful,Comics,126,1
successful,Comics,130,2
successful,Comics,139,1
successful,Comics,146,1
successful,Comics,147,1
successful,Comics,149,1
successful,Comics,151,1
successful,Comics,154,1
successful,Comics,155,2
successful,Comics,158,1
successful,Comics,159,1
successful,Comics,162,2
successful,Comics,165,1
successful,Comics,166,2
successful,Comics,168,1
successful,Comics,170,1
successful,Comics,175,1
successful,Comics,183,1
successful,Comics,190,2
successful,Comics,197,2
successful,Comics,199,1
successful,Comics,202,1
successful,Comics,204,1
successful,Comics,217,1
successful,Comics,218,1
successful,Comics,219,1
successful,Comics,224,1
successful,Comics,225,1
successful,Comics,226,2
successful,Comics,233,1
successful,Comics,238,1
successful,Comics,239,1
successful,Comics,243,2
successful,Comics,244,1
successful,Comics,247,1
successful,Comics,249,1
successful,Comics,252,1
successful,Comics,262,1
successful,Comics,264,1
successful,Comics,268,1
successful,Comics,275,1
successful,Comics,277,1
successful,Comics,283,1
successful,Comics,288,1
successful,Comics,294,1
successful,Comics,311,1
successful,Comics,313,1
successful,Comics,314,1
successful,Comics,316,1
successful,Comics,317,1
successful,Comics,332,1
successful,Comics,333,1
successful,Comics,346,1
successful,Comics,353,1
successful,Comics,358,1
successful,Comics,364,1
successful,Comics,371,1
successful,Comics,378,2
successful,Comics,379,1
successful,Comics,386,1
successful,Comics,407,1
successful,Comics,416,1
successful,Comics,431,1
successful,Comics,442,1
successful,Comics,466,1
successful,Comics,497,1
successful,Comics,512,1
successful,Comics,519,1
successful,Comics,527,1
successful,Comics,552,1
successful,Comics,669,1
successful,Comics,689,1
successful,Comics,698,2
successful,Comics,720,1
successful,Comics,762,1
successful,Comics,772,1
successful,Comics,788,1
successful,Comics,943,1
successful,Comics,1419,1
successful,Comics,1628,1
successful,Comics,1736,1
successful,Comics,3378,1
successful,Comics,3851,1
successful,Crafts,3,1
successful,Crafts,6,1
successful,Crafts,7,3
successful,Crafts,8,1
successful,Crafts,11,3
successful,Crafts,12,2
successful,Crafts,14,2
successful,Crafts,15,2
successful,Crafts,16,2
successful,Crafts,17,1
successful,Crafts,19,1
successful,Crafts,20,2
successful,Crafts,21,1
successful,Crafts,22,2
successful,Crafts,24,3
successful,Crafts,26,2
successful,Crafts,29,2
successful,Crafts,32,1
successful,Crafts,33,1
successful,Crafts,34,1
successful,Crafts,36,1
successful,Crafts,37,2
successful,Crafts,43,1
successful,Crafts,45,1
successful,Crafts,46,2
successful,Crafts,50,1
successful,Crafts,53,2
successful,Crafts,58,1
successful,Crafts,61,2
successful,Crafts,62,1
successful,Crafts,66,1
successful,Crafts,74,2
successful,Crafts,87,1
successful,Crafts,97,1
successful,Crafts,109,1
successful,Crafts,114,1
successful,Crafts,130,1
successful,Crafts,137,1
successful,Crafts,145,1
successful,Crafts,162,1
successful,Crafts,174,1
successful,Crafts,176,1
successful,Crafts,190,1
successful,Crafts,203,1
successful,Crafts,211,1
successful,Crafts,235,1
successful,Crafts,252,1
successful,Crafts,278,1
successful,Crafts,311,1
successful,Crafts,313,1
successful,Crafts,468,1
